"agua_prog_id_serial","agua_prog_folio","agua_prog_nom_rasgo","agua_prog_ambito"
"1169","16110","PRODDER","3"
"1170","16110","PROSANEAR","3"
"1171","16025","PROSANEAR","3"
"1181","14075","CULTURA DEL AGUA","3"
"1185","16060","PRODDER 2016","3"
"1186","16068","CULTURA DEL AGUA","3"
"1192","16105","ESPACIO DE CULTURA DEL AGUA","3"
"1194","16106","PRODDER","3"
"1197","16107","PRODDER","3"
"1198","16107","PROSANEAR","3"
"1199","30207","DESCUENTO EN PAGO ANUAL ANTICIPADO","2"
"1200","30207","DESCUENTO EN MULTAS Y RECARGOS.","2"
"1201","16010","PRODEER","3"
"1204","10006","ESPACIO DE CULTURA DEL AGUA","3"
"1205","10005","PROSAN (PROGRAMA DE SANEAMIENTO)","3"
"1207","10020","CULTURA DEL AGUA","3"
"1208","17029","CULTURA DEL AGUA","3"
"1209","16041","PRODDER","3"
"1210","13064","AGUA LIMPIA","3"
"1211","30183","CULTURA DEL AGUA","3"
"1227","15106","DE DEVOLUCIÓN DE DERECHOS","3"
"1228","15106","DE DESARROLLO INSTITUCIONAL","3"
"1229","15106","FONDO DE INFRAESTRUCTURA SOCIAL MUNICIPAL Y DE LAS DEMARCACIONES TERRITORIALES DEL DISTRITO FEDERAL.","1"
"1230","13013","PLAN ESTATAL DE DESARROLLO","2"
"1232","16052","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1233","14055","PROTAR","3"
"1234","14055","PRODER","3"
"1235","14080","EDUCACION CULTURAL DEL AGUA","2"
"1236","14058","ESPACIO DE CULTURA DEL AGUA","1"
"1237","14084","PRODDER","3"
"1238","14084","PROTAR","3"
"1247","16006","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1248","16006","PROGRAMA DE SANEAMIENTO DE AGUA RESIDUALES (PROSANEAR)","3"
"1249","28027","PROGRAMA DE DEVOLUCION DE DERECHOS","3"
"1250","28027","PROGRAMA APAZU","3"
"1255","16065","PRODDER","3"
"1264","13017","PROGRAMA DE AGUA LIMPIA","2"
"1265","13017","APAZU","3"
"1266","13017","PROSAPYS","3"
"1270","14017","PROSAPIES","3"
"1319","16053","PROGRAMA DE CULTURA DEL AGUA","1"
"1320","16053","SUSTITUCIÓN DE TOMAS","1"
"1321","14067","TRATAMIENTO Y DISPOSICIÓN FINAL DE AGUAS RESIDUALES Y BIOSÓLIDOS","1"
"1322","14067","PROGRAMA CULTURAL DEL AGUA","3"
"1323","14032","ECA","2"
"1330","16069","PROMOCIÓN DE PAGO ANTICIPADO","1"
"1331","16069","DIFUSIÓN Y PROMOCIÓN DE CUIDADO Y USOS RESPONSABLES DEL AGUA","1"
"1332","16069","DIFUSIÓN DE OBRAS Y SERVICIOS","1"
"1361","14025","PRODDER","3"
"1362","14041","VAMOS JUNTOS","2"
"1365","08037","PROGRAMA DE AGUA NO COBRADA (PRANC)","2"
"1368","16088","SU PRONTO PAGO ANUAL (DESCUENTOS)","1"
"1369","16088","ENCUESTAS Y RECUPERACION DE CARTERAS VENCIDAS","1"
"1370","16088","CONSIENTIZACION ""EL PIAJE DEL AGUA""","1"
"1372","16088","EVENTOS DE CULTURA DEL AGUA","1"
"1373","14040","ESPACIO CULTURAL DEL AGUA","3"
"1374","14069","ECA (ESPACIO DE CULTURA DEL AGUA)","2"
"1375","14116","PRODDER","3"
"1376","14116","PROSAN","3"
"1385","14018","APROVECHAMIENTO DE AGUA TRATATADA PARA SU REHUSO","1"
"1386","14018","PROGRAMA DE CULTURA DEL AGUA","2"
"1387","14013","PROSAN","3"
"1388","14113","INCLUCION DE DRENAJE","2"
"1389","14008","PRODI","3"
"1390","14008","PRODER","3"
"1391","14115","SECTORIZACION DE LA RED DE AGUA POTABLE","1"
"1392","14115","SUTITUCION Y AMPLIACION DE REDES DE AGUA POTABLE","2"
"1414","14023","PRODDER","3"
"1415","14001","PRODER","3"
"1462","11007","PROAGUA","3"
"1463","11007","PRODDER","3"
"1464","11007","PRODI","3"
"1465","11007","RAMO XXXIII","3"
"1466","11007","PISBCC, PIDMC, ITS","3"
"1467","11007","PGO 2016","2"
"1481","14045","PRONAGUA","3"
"1482","14053","PROTAR","3"
"1483","14070","PRODER","3"
"1484","14119","ESPACIO DE CULTURA DE AGUA","2"
"1485","11003","PROAGUA-APA UR","3"
"1486","11003","PRODDER","3"
"1487","11003","PROPI","3"
"1489","11003","FAISM","1"
"1490","14125","PRODDER","3"
"1500","01004","CULTURA DEL AGUA","3"
"1503","09003","PROGRAMA DE SUSTENTABILIDAD DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1504","09003","PROGRAMA HÍDRICO ESTATAL","2"
"1506","01008","AGUA LIMPIA","3"
"1509","11015","PRODI","3"
"1510","11015","PROSAPYSS","3"
"1511","11020","PROGRAMA DE ASIGNACIÓN DE RECURSOS DERIVADOS DEL PAGO DE DERECHOS DE AGUA (PRODDER)","3"
"1512","11020","APARTADO URBANO (APAUR) DEL PROGRAMA DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO (PROAGUA)","3"
"1513","11020","RAMO 33","3"
"1522","14118","EQUIPAMIENTO POZO DE LA UNIDAD DEPORTIVA MANUEL AVILA CAMACHO","2"
"1530","14039","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1531","14039","PROGRAMA DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO (PROAGUA)","3"
"1545","01005","CULTURA DEL AGUA","3"
"1546","01001","FISMDF","3"
"1547","01001","HABITAT","3"
"1548","01006","PRODDER","3"
"1567","09004","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1568","09004","PROGRAMA HÍDRICO ESTATAL","2"
"1569","32017","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1570","32017","PROGRAMA FEDERAL DE SANEAMIENTO DE AGUAS RESIDUALES (PROSANEAR)","3"
"1571","32017","PROGRAMA DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO EN ZONAS URBANAS (APAZU)","3"
"1572","32017","PROGRAMA DE MEJORAMIENTO DE EFICIENCIAS DE ORGANISMOS OPERADORES (PROME)","3"
"1573","32017","PROGRAMA PARA LA MODERNIZACIÓN DE ORGANISMOS OPERADORES DE AGUA (PROMAGUA)","3"
"1574","32032","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1575","32032","PROGRAMA FEDERAL DE SANEAMIENTO DE AGUAS RESIDUALES (PROSANEAR)","3"
"1576","32032","PROGRAMA DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO EN ZONAS URBANAS (APAZU)","3"
"1577","32032","PROGRAMA DE MEJORAMIENTO DE EFICIENCIAS DE ORGANISMOS OPERADORES (PROME)","3"
"1578","32032","PROGRAMA PARA LA MODERNIZACIÓN DE ORGANISMOS OPERADORES DE AGUA (PROMAGUA)","3"
"1579","32038","CULTURA DEL AGUA","3"
"1580","32050","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1581","32050","PROGRAMA FEDERAL DE SANEAMIENTO DE AGUAS RESIDUALES (PROSANEAR)","3"
"1582","32050","PROGRAMA DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO EN ZONAS URBANAS (APAZU)","3"
"1583","32050","PROGRAMA DE MEJORAMIENTO DE EFICIENCIAS DE ORGANISMOS OPERADORES (PROME)","3"
"1584","32050","PROGRAMA PARA LA MODERNIZACIÓN DE ORGANISMOS OPERADORES DE AGUA (PROMAGUA)","3"
"1585","32056","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1586","32056","PROGRAMA FEDERAL DE SANEAMIENTO DE AGUAS RESIDUALES (PROSANEAR)","3"
"1587","32056","PROGRAMA DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO EN ZONAS URBANAS (APAZU)","3"
"1588","32056","PROGRAMA DE MEJORAMIENTO DE EFICIENCIAS DE ORGANISMOS OPERADORES (PROME)","3"
"1589","32056","PROGRAMA PARA LA MODERNIZACIÓN DE ORGANISMOS OPERADORES DE AGUA (PROMAGUA)","3"
"1590","09015","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HIDRICOS (PSGSH)","2"
"1591","09015","PROGRAMA HIDRIDO ESTATAL","2"
"1592","11016","PROGRAMA DE DEVOLUCIÓN DE DERECHOS","3"
"1593","09017","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1594","09017","PROGRAMA HÍDRICO ESTATAL","2"
"1595","09012","PROGRAMA DE SUSTRENTABILIDAD DE LOS SERVICIOS HIDRÍCOS (PSGSH)","2"
"1596","09012","PROGRAMA HÍDRICO ESTATAL","2"
"1600","09005","PROGRAMA DE SUSTENTABILIDAD Y GESTION DE LOS SERVICIOS HIDRICOS (PSGSH)","2"
"1601","09005","PROGRAMA HIDRICO ESTATAL","2"
"1605","14093","PROGRAMA DE DEVOLUCIÓN DE DERECHOS ""PRODDER""","3"
"1606","14093","PROGRAMA DE AGUA POTABLE, ALCANTARILLADO Y SANEAMIENTO APARTADO PRODI","3"
"1607","14093","PROGRAMA TRATAMIENTO DE AGUAS PROSSAN","3"
"1608","09008","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1609","09008","PROGRAMA HÍDRICO ESTATAL","2"
"1611","09006","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1612","09006","PROGRAMA HÍDRICO ESTATAL","2"
"1613","23002","ESPACIO DE CULTURA DEL AGUA H2O","2"
"1614","22013","APARTADO RURAL (APARURAL)","3"
"1615","11029","DISTINTIVO PARAESCUELASCON CULTURA DEL AGUA","2"
"1616","09009","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1617","09009","PROGRAMA HÍDRICO ESTATAL","2"
"1621","09007","PROGRAMA DE SUSTENTABILIDAD DE LOS SERVICIOS HIDRICOS (PSGSH)","2"
"1622","09007","PROGRAMA HIDRICO ESTATAL","2"
"1623","14035","ESCUELA DE CULTURA DEL AGUA","1"
"1624","09013","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1625","09013","PROGRAMA HÍDRICO ESTATAL","2"
"1626","14086","CULTURA DE AGUA","3"
"1641","22004","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1642","32024","PRODDER","3"
"1643","32024","PRODI","3"
"1644","11037","PROGRAMA SECTORIZACIÓN Y REHABILITACIÓN REDES DE AGUA POTABLE","1"
"1645","09016","PROGRAMA DE SUSTENTABILIDAD Y GESIÓN DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1646","09016","PROGRAMA HÍDRICO ESTATAL","2"
"1647","22006","APARTADO URBANO (APAUR)","3"
"1648","22006","PROGRAMA DE LA COMISIÓN ESTATAL DE AGUAS (PCEA)","2"
"1649","22006","TRATAMIENTO DE AGUAS RESIDUALES (PROSAN)","3"
"1650","09014","PROGRAMA DE SUSTENTABILIDAD Y GESTION DE LOS SERVICIOS HIDRICOS (PSGSH)","2"
"1651","09014","PROGRAMA HIDRICO ESTATAL","2"
"1652","22015","PROGRAMA DE INFRAESTRUCTURA BÁSICA INDÍGENA (PROII)","3"
"1653","11035","PROGRAMA DEVOLUCION DE DERECHOS","3"
"1654","11035","PROGRAMA DESARROLLO MUNICIPAL","1"
"1655","11035","CULTURA DEL AGUA","3"
"1657","11035","AGUA Y MEDIO AMBIENTE","1"
"1658","09011","DE SUSTENTABILIDAD Y GESTIÍON DE LOS SERVICIOS HÍDRICOS (PSGSH)","2"
"1659","09011","PROGRAMA HÍDRICO ESTATAL","2"
"1660","11021","PRODDER","3"
"1661","11021","PRODDER","3"
"1662","11021","APAZU","3"
"1663","11021","APAZU","3"
"1664","11021","APAZU","3"
"1665","11021","APAUR","3"
"1666","11021","APAUR","3"
"1667","11021","APAUR","3"
"1668","11021","PRESUPUESTO DE EGRESOS","1"
"1669","11021","PROSSANEAR","3"
"1670","11021","PROSSANEAR","3"
"1671","22005","APARTADO URBANO (APAUR)","3"
"1672","22016","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1673","22016","AGUA LIMPIA","3"
"1674","22016","PROGRAMA PARA EL DESARROLLO INTEGRAL DE LOS ORGANISMOS OPERADORES DE AGUA Y SANEAMIENTO (PRODI)","3"
"1675","09010","PROGRAMA DE SUSTENTABILIDAD Y GESTIÓN DE LOS SERVICIOS HIDRÍCOS ( PSGSH)","2"
"1676","09010","PROGRAMA HÍDRICO ESTATAL","2"
"1677","14096","RAMO 33","3"
"1678","14096","FISE","3"
"1679","14096","3X1 PARA MIGRANTES","1"
"1680","14006","PRODDER","3"
"1681","14006","PROTAR","3"
"1707","14097","MODERNIZACIÓN Y AUMENTO DE CAPACIDADES DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE SAN MIGUEL, DE CAJITITLÁN Y DE SAN JUAN EVANGELISTA","1"
"1708","14097","CULTURA DEL AGUA","3"
"1709","14097","IMPLEMENTACIÓN DE ECOTECNIAS PARA LA CAPTACIÓN DE AGUA DE LA LLUVIA","1"
"1710","11027","PROGRAMA FEDERALIZADO DE CULTURA DEL AGUA ""HUELLA HIDRICA""","2"
"1716","16103","PROSANEAR","3"
"1717","16103","PRODDER","3"
"1718","16104","CAMPAÑA DE CONCIENTIZACIÓN DEL AGUA","1"
"1719","11022","APAZU","3"
"1720","11022","PROSSAPYS","3"
"1721","16082","PROGRAMA DE DEVOLUCION DE DERECHOS (PRODDER)","3"
"1722","16082","PRESUPUESTO DE EGRESOS Y DEL PROGRAMA DE SANEAMIENTO DE AGUAS RESIDUALES (PROSANEAR )","3"
"1723","16102","PRODI","3"
"1724","16102","PRODDER","3"
"1725","16102","PROSANEAR","3"
"1728","11028","PROGRAMA DE CULTURA DEL AGUA","3"
"1741","11033","PROSSAPYS","3"
"1742","11033","PROGRAMA DE INFRAESTRUCTURA PARA EL ABASTECIMIENTO DE AGUA RURAL","2"
"1743","11033","AGENDA PARA EL DESARROLLO MUNICIPAL","1"
"1747","16043","PRODDER","3"
"1748","16043","PROSANEAR","3"
"1749","16043","PRODI","3"
"1750","16075","PROGRAMA DE DEVOLUCIÓN DE DERECHOS","3"
"1751","16086","PROGRAMA DE DEVOLUCIÓN DE DERECHOS DE LA CONAGUA","3"
"1761","22014","APARTADO URBANO (APAUR)","3"
"1762","22014","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1763","22014","PROGRAMA DE LA COMISIÓN ESTATAL DE AGUAS (PCEA)","2"
"1764","22014","CAPACITACIÓN AMBIENTAL Y DESARROLLO SUSTENTABLE (CADS)","3"
"1765","22014","APARTADO AGUA LIMPIA (AAL)","3"
"1766","22009","APARTADO RURAL (APARURAL)","3"
"1767","22009","PROGRAMA DE LA COMISIÓN ESTATAL DE AGUAS (PCEA)","2"
"1768","22010","APARTADO RURAL (APARURAL)","3"
"1769","22011","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"1781","06007","PRODDER","3"
"1782","06007","PROSAN","3"
"1783","06007","PROAGUA APARTADO RURAL","3"
"1784","06007","PROAGUA APARTADO URBANO","3"
"1801","13048","PROSANEAR","3"
"1811","21197","PROGRAMA DE DEVOLUCIÓN DE DERECHOS","3"
"1821","22002","APARTADO RURAL (APARURAL)","3"
"1822","05031","PROYECTO DE CONSTRUCCIÓN DE PLANTA TRATADORA DE AGUAS RESIDUALES","1"
"1823","21067","CULTURA DEL AGUA","3"
"1824","30048","AGUA LIMPIA (CULTURA DEL AGUA)","3"
"1825","30048","ABC (AGUA, BOSQUES Y CUENCAS)","2"
"1842","21018","SANEAMIENTO","1"
"1843","21208","PROGRAMA DE TRATAMIENTO DE AGUAS RESIDUALES (PROTAR)","3"
"1850","19003","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1851","19003","BRIGADAS DE CONTRATACIÓN","2"
"1880","19046","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1881","19046","BRIGADAS DE CONTRATACIÓN","2"
"1886","19043","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1887","19043","BRIGADAS DE CONTRATACIÓN","2"
"1897","19015","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1898","19015","BRIGADAS DE CONTRATACIÓN","2"
"1903","19018","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1904","19018","BRIGADAS DE CONTRATACIÓN","2"
"1905","19019","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1906","19019","BRIGADAS DE CONTRATACIÓN","2"
"1922","19026","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1923","19026","BRIGADAS DE CONTRATACIÓN","2"
"1934","19031","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1935","19031","BRIGADAS DE CONTRATACIÓN","2"
"1951","19039","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1952","19039","BRIGADAS DE CONTRATACIÓN","2"
"1953","01002","AGUA LIMPIA","3"
"1956","22003","APARTADO RURAL (APARURAL)","3"
"1961","19001","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1962","19001","BRIGADAS DE CONTRATACIÓN","2"
"1981","19020","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1982","19020","BRIGADAS DE CONTRATACIÓN","2"
"1983","19022","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1984","19022","BRIGADAS DE CONTRATACIÓN","2"
"1985","19022","PROAGUA (APARURAL)","3"
"1986","19023","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1987","19023","BRIGADAS DE CONTRATACIÓN","2"
"1988","19023","AMPLIACION DE RED DE AGUA POTABLE","1"
"1989","19023","NO LA RIEGUES","1"
"1990","19024","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1991","19024","BRIGADAS DE CONTRATACIÓN","2"
"1992","19025","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1993","19025","BRIGADAS DE CONTRATACIÓN","2"
"1994","19027","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1995","19027","BRIGADAS DE CONTRATACIÓN","2"
"1996","19027","REEMPLAZO DE TUBERIAS DE RED DE AGUA","2"
"1997","19027","AMPLIACION DE RED DE AGUA POTABLE DEL FONDO FEDERAL","3"
"1998","19028","A CUIDAR EL AGUA QUE SE OCUPA","2"
"1999","19028","BRIGADAS DE CONTRATACIÓN","2"
"2000","19029","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2001","19029","BRIGADAS DE CONTRATACIÓN","2"
"2002","19030","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2003","19030","BRIGADAS DE CONTRATACIÓN","2"
"2006","19033","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2007","19033","BRIGADAS DE CONTRATACIÓN","2"
"2010","19035","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2011","19035","BRIGADAS DE CONTRATACIÓN","2"
"2022","19032","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2023","19032","BRIGADAS DE CONTRATACIÓN","2"
"2026","19034","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2027","19034","BRIGADAS DE CONTRATACIÓN","2"
"2028","19017","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2029","19017","BRIGADAS DE CONTRATACIÓN","2"
"2036","21091","PROSSAPY","3"
"2037","21149","PLAN DE DESARROLLO MUNICIPAL","1"
"2038","19002","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2039","19002","BRIGADAS DE CONTRATACIÓN","2"
"2040","19004","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2041","19004","BRIGADAS DE CONTRATACIÓN","2"
"2042","19005","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2043","19005","BRIGADAS DE CONTRATACIÓN","2"
"2044","19006","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2045","19006","BRIGADAS DE CONTRATACIÓN","2"
"2046","19007","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2047","19007","BRIGADAS DE CONTRATACIÓN","2"
"2048","19008","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2049","19008","BRIGADAS DE CONTRATACIÓN","2"
"2050","19009","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2051","19009","BRIGADAS DE CONTRATACIÓN","2"
"2052","19010","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2053","19010","BRIGADAS DE CONTRATACIÓN","2"
"2054","19011","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2055","19011","BRIGADAS DE CONTRATACIÓN","2"
"2056","19012","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2057","19012","BRIGADAS DE CONTRATACIÓN","2"
"2058","19013","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2059","19013","BRIGADAS DE CONTRATACIÓN","2"
"2060","19013","COMO CUIDAR EL AGUA ""NO LA RIEGES""","2"
"2064","19014","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2065","19014","BRIGADAS DE CONTRATACIÓN","2"
"2066","19014","EL AGUA ES TUYA CUIDALA","1"
"2067","19016","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2068","19016","BRIGADAS DE CONTRATACIÓN","2"
"2069","21140","PRODDER","3"
"2070","21140","PRODDI","3"
"2071","30157","AGUA LIMPIA (CULTURA DEL AGUA)","3"
"2072","30157","ABC (AGUA BOSQUES Y CIENCIAS )","2"
"2073","19036","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2074","19036","BRIGADAS DE CONTRATACIÓN","2"
"2075","19036","CUIDEMOS EL AGUA","1"
"2076","19037","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2077","19037","BRIGADAS DE CONTRATACIÓN","2"
"2078","19040","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2079","19040","BRIGADAS DE CONTRATACIÓN","2"
"2080","19041","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2081","19041","BRIGADAS DE CONTRATACIÓN","2"
"2082","19042","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2083","19042","BRIGADAS DE CONTRATACIÓN","2"
"2084","19044","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2085","19044","BRIGADAS DE CONTRATACIÓN","2"
"2086","19045","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2087","19045","BRIGADAS DE CONTRATACIÓN","2"
"2088","19047","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2089","19047","BRIGADAS DE CONTRATACIÓN","2"
"2090","19048","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2091","19048","BRIGADAS DE CONTRATACIÓN","2"
"2095","19049","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2096","19049","BRIGADAS DE CONTRATACIÓN","2"
"2097","19049","CAMPAÑA DE CONCIENTIZACION DE AHORRO DEL AGUA","1"
"2098","19050","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2099","19050","BRIGADAS DE CONTRATACIÓN","2"
"2100","19051","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2101","19051","BRIGADAS DE CONTRATACIÓN","2"
"2102","19021","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2103","19021","BRIGADAS DE CONTRATACIÓN","2"
"2106","19038","A CUIDAR EL AGUA QUE SE OCUPA","2"
"2107","19038","BRIGADAS DE CONTRATACIÓN","2"
"2108","21060","SANEAMIENTO DEL RIO ATOYAC","2"
"2117","21132","PROGRAMA DE DEVOLUCIÓN DE DERECHOS","3"
"2118","21132","PROGRAMA APAZU","3"
"2120","21085","APAZO","3"
"2123","21158","PROSSAPIZ","3"
"2124","21186","PRODDER","3"
"2125","21046","PROYECTO DE REPOSICION DE POZO DE AGUA POTABLE","3"
"2130","21114","PROGRAMA EDUCATIVO EN MATERIA DE CULTURA DEL AGUA SEP","1"
"2131","21114","PROGRAMA DE SECTORIZACIÓN Y MEJORA DE EFICIENCIA FÍSICA","1"
"2134","21156","GUARDIANES DEL AGUA","1"
"2135","21156","ESPACIOS DE CULTURA DEL AGUA","3"
"2141","30118","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"2142","30118","PROGRAMA DE SANEAMIENTO DE AGUAS RESIDUALES (PROSANEAR)","3"
"2161","11032","DISTINTIVO DE ESCUELAS CON CULTURA DEL AGUA","2"
"2162","04009","PROGRAMA FEDERALIZADO CULTURA DEL AGUA","3"
"2163","04009","PROGRAMA DE DEVOLUCIÓN DE DERECHOS (PRODDER)","3"
"50001","30022","Espacio de Cultura del Agua","3"
"50002","30023","CULTURA DEL AGUA","3"
"50003","18019","Espacio Cultura del agua","3"
"50004","16091","PRODDER","3"
"50005","16016","PRODER","3"
"50006","16076","PRODDER (Programa de devolución de recurso)","3"
"50007","30064","ABC (AGUA, BOSQUES Y CUENCAS)","2"
"50008","16090","CULTURA DEL AGUA","3"
"50010","18002","cultura del agua","3"
"50011","18003","PROGRAMA AGUA LIMPIA 2016","3"
"50012","15025","DIAGNÓSTICO INTEGRAL DE PLANEACIÓN","1"
"50014","18001","PROAGUA","3"
"50015","18005","AGUA LIMPIA","3"
"50016","18005","PROAGUA","3"
"50017","18004","PROAGUA","3"
"50018","18013","PROAGUA","3"
"50019","18003","CULTURA DEL AGUA","3"
"50020","18006","CULTURA DEL AGUA","3"
"50021","18006","AGUA LIMPIA","3"
"50022","18007","AGUA LIMPIA","3"
"50023","18020","AGUA LIMPIA","3"
"50024","18020","CULTURA DEL AGUA","3"
"50025","18010","PROAGUA","3"
"50026","18011","ESPACIO CULTURA DEL AGUA ","3"
"50027","18011","AGUA LIMPIA","3"
"50028","18011","PROAGUA","3"
"50029","18015","PROAGUA","3"
"50030","18016","PROAGUA","3"
"50031","18008","ESPACIO CULTURA DEL AGUA","3"
"50032","18008","AGUA LIMPIA","3"
"50033","18008","PROAGUA","3"
"50034","18009","PROAGUA","3"
"50035","18012","AGUA LIMPIA","3"
"50036","18012","PROAGUA","3"
"50037","18014","ESPACIO CULTURA DEL AGUA","3"
"50038","18014","AGUA LIMPIA","3"
"50039","18014","PROAGUA","3"
"50040","18017","ESPACIO CULTURA DEL AGUA","3"
"50041","18017","PROAGUA","3"
"50042","18019","AGUA LIMPIA","3"
"50043","18019","PROAGUA","3"
"50044","18013","CULTURA DEL AGUA","3"
"50045","18013","AGUA LIMPIA","3"
"50046","15068","CAMBIO DE MATERIAL PARA DISTRIBUCIÓN","1"
"50047","14070","CONAGUA","3"
"50048","11019","Cultura del Agua","3"
"50049","11008","Cuidemos el Agua","1"
