"id_dren","admn_id","localid"
"7302","8386","301238"
"7309","8421","193178"
"7332","8854","195002"
"7339","8313","301234"
"7361","8879","152292"
"7380","7976","157403"
"7397","9510","266518"
"7414","8007","135034"
"7415","8006","301284"
"7419","7752","300959"
"7430","9721","177962"
"7433","2385","282556"
"7441","8462","195402"
"7448","1421","282035"
"7475","8872","115504"
"7480","8873","115506"
"7482","8928","301265"
"7484","1683","98927"
"7486","1684","143151"
"7497","8087","279055"
"7501","8241","126933"
"7505","8283","226578"
"7507","8408","192769"
"7534","9061","192144"
"7545","8195","124698"
"7546","8311","283367"
"7548","8471","193510"
"7554","8852","121736"
"7564","8528","191689"
"7565","8692","279749"
"7566","9349","135700"
"7593","9691","197536"
"7594","9445","295871"
"7602","8961","301296"
"7621","9693","197865"
"7624","9802","299841"
"7625","9865","193720"
"7638","342","13963"
"7640","7711","114627"
"7644","8020","300509"
"7652","2161","257239"
"7654","8845","195041"
"7656","7682","110436"
"7659","7708","113938"
"7665","9067","299867"
"7690","7771","97278"
"7694","7649","107024"
"7695","7653","108229"
"7700","8027","149915"
"7701","8070","301286"
"7738","8305","130000"
"7743","8457","190646"
"7751","9688","196990"
"7754","9162","301277"
"7768","1261","55051"
"7770","7519","300374"
"7771","7672","109880"
"7774","9248","125706"
"7779","8068","301312"
"7786","10042","198047"
"7790","6462","237556"
"7800","7947","295793"
"7808","7666","109721"
"7812","7959","299195"
"7818","7703","113563"
"7824","8202","128249"
"7833","7616","106863"
"7834","7647","295769"
"7842","8002","130217"
"7862","9263","116921"
"7867","7587","159027"
"7877","8641","188486"
"7889","6742","301414"
"7913","7706","113761"
"7916","8920","301253"
"7920","8945","135751"
"7923","9066","299430"
"7926","1281","140357"
"7933","2302","142517"
"7938","1689","226185"
"7940","7619","107329"
"7943","7743","120020"
"7944","7744","120012"
"7953","5627","117258"
"7964","8743","301349"
"7997","7964","300915"
"8020","7579","202555"
"8037","8516","206757"
"8049","8205","129899"
"8063","8419","192951"
"8076","8993","302551"
"8092","8819","203403"
"8098","9401","188126"
"8106","9477","188789"
"8114","9848","184036"
"8124","7670","294623"
"8133","8347","163148"
"8143","7949","297151"
"8175","8979","156881"
"8191","967","68994"
"8195","5938","118502"
"8205","640","263585"
"8224","7452","202718"
"8228","5910","115689"
"8229","5912","143020"
"8230","5102","267501"
"8234","774","301443"
"8240","8464","191033"
"8253","8904","182503"
"8261","7945","210230"
"8269","6043","301404"
"8270","646","265309"
"8274","461","33804"
"8288","7024","78612"
"8290","7792","204237"
"8292","8566","194262"
"8293","8315","276792"
"8325","7041","96522"
"8329","5849","140587"
"8333","7863","301437"
"8359","8224","151082"
"8403","1741","267776"
"8404","1744","281964"
"8407","6728","301416"
"8429","5939","118495"
"8432","1221","222064"
"8510","5987","301423"
"8553","362","10826"
"8555","349","218925"
"8561","4767","265152"
"8568","7504","294235"
"8571","753","281041"
"8576","1209","52610"
"8600","2626","28354"
"8612","1028","79307"
"8613","1036","258139"
"8621","427","268746"
"8623","5741","115104"
"8627","5743","115153"
"8635","1212","52647"
"8636","1213","213500"
"8646","6596","265549"
"8647","6731","140839"
"8650","7629","296638"
"8653","7632","110103"
"8660","1181","273061"
"8665","1215","213203"
"8670","5787","115258"
"8676","5930","117700"
"8679","1251","55331"
"8680","6001","118546"
"8692","6764","142578"
"8698","2744","258706"
"8706","7270","41687"
"8709","7321","301318"
"8717","724","104476"
"8726","6797","239627"
"8734","7323","301343"
"8747","7441","154151"
"8768","7368","301230"
"8770","7390","157790"
"8775","5468","116837"
"8777","5474","119041"
"8781","6588","278369"
"8792","878","101568"
"8793","2789","234618"
"8804","668","97781"
"8809","7409","150080"
"8839","7326","45923"
"8841","7355","51545"
"8847","7342","127040"
"8859","7389","301304"
"8862","346","12569"
"8882","1064","80417"
"8889","5470","117096"
"8894","6002","118580"
"8895","6022","141266"
"8896","6023","141450"
"8900","6560","276739"
"8920","7351","50933"
"8924","7353","51457"
"8942","7206","301251"
"8964","6088","96938"
"8971","802","301411"
"8981","1184","280887"
"8982","1186","49966"
"8998","1082","215855"
"9001","630","259951"
"9017","3221","283209"
"9019","6663","183603"
"9025","1405","95422"
"9029","6725","141942"
"9030","6769","301470"
"9049","3322","261356"
"9050","5788","115293"
"9051","3645","29313"
"9064","5744","115172"
"9065","5834","152993"
"9076","1189","50083"
"9080","1414","98084"
"9097","2368","50114"
"9101","2373","281020"
"9108","5864","140431"
"9124","5105","144313"
"9133","464","219303"
"9134","465","217295"
"9145","3448","216556"
"9150","3963","42369"
"9164","5802","119492"
"9166","7455","55180"
"9167","2327","266398"
"9170","8977","188285"
"9178","1363","277470"
"9179","1365","265631"
"9185","5763","301355"
"9198","5777","119750"
"9216","5951","116143"
"9219","5967","301430"
"9235","7367","51778"
"9247","2322","260227"
"9256","5907","115651"
"9259","5945","302087"
"9269","5948","116189"
"9277","5944","115996"
"9317","8965","301276"
"9340","7574","297329"
"9371","8382","124405"
"9374","8424","193283"
"9378","8781","138052"
"9385","8386","121336"
"9415","8854","194984"
"9422","8313","120831"
"9444","8879","152293"
"9463","7976","157402"
"9480","9510","266514"
"9497","8007","135052"
"9498","8006","301284"
"9502","7752","81419"
"9513","9721","177963"
"9516","2385","282564"
"9524","8462","195412"
"9531","1421","282044"
"9558","8872","115503"
"9563","8873","115508"
"9565","8928","125517"
"9567","1683","99086"
"9569","1684","143153"
"9580","8087","279028"
"9588","8283","226544"
"9590","8408","192766"
"9617","9061","192136"
"9628","8195","124712"
"9629","8311","283341"
"9631","8471","193511"
"9637","8852","121739"
"9647","8528","191716"
"9648","8692","279729"
"9676","9691","197563"
"9677","9445","295873"
"9685","8961","301296"
"9704","9693","197846"
"9707","9802","299843"
"9708","9865","193721"
"9721","342","13937"
"9723","7711","114636"
"9727","8020","300510"
"9735","2161","257257"
"9737","8845","195115"
"9739","7682","110459"
"9742","7708","113990"
"9748","9067","299911"
"9773","7771","97281"
"9777","7649","107021"
"9778","7653","108233"
"9783","8027","149916"
"9821","8305","129988"
"9826","8457","190665"
"9834","9688","196969"
"9837","9162","127501"
"9851","1261","55057"
"9853","7519","300405"
"9854","7672","109770"
"9857","9248","125697"
"9862","8068","301312"
"9869","10042","197913"
"9873","6462","237546"
"9883","7947","295794"
"9891","7666","109718"
"9895","7959","299193"
"9907","8202","128254"
"9916","7616","106850"
"9925","8002","130205"
"9945","9263","116921"
"9950","7587","159093"
"9960","8641","188487"
"9972","6742","301414"
"9999","8920","123752"
"10003","8945","135752"
"10006","9066","299433"
"10009","1281","140362"
"10016","2302","142517"
"10023","7619","107330"
"10026","7743","120007"
"10027","7744","120057"
"10047","8743","301349"
"10080","7964","300915"
"10103","7579","202544"
"10120","8516","206751"
"10132","8205","129936"
"10146","8419","192957"
"10159","8993","302551"
"10175","8819","203402"
"10181","9401","188167"
"10189","9477","188828"
"10197","9848","184049"
"10207","7670","294665"
"10216","8347","163159"
"10258","8979","156918"
"10278","5938","118492"
"10288","640","263475"
"10311","5910","115693"
"10312","5912","143040"
"10313","5102","267502"
"10317","774","301443"
"10323","8464","191028"
"10336","8904","182504"
"10344","7945","210206"
"10353","646","265272"
"10357","461","33814"
"10373","7792","204252"
"10375","8566","194266"
"10376","8315","276791"
"10408","7041","96531"
"10412","5849","140591"
"10416","7863","301437"
"10442","8224","301530"
"10486","1741","267792"
"10487","1744","281971"
"10490","6728","142000"
"10593","5987","142189"
"10636","362","10891"
"10638","349","219098"
"10644","4767","265153"
"10651","7504","294234"
"10654","753","281040"
"10659","1209","52624"
"10683","2626","28350"
"10695","1028","79305"
"10696","1036","258140"
"10704","427","268733"
"10706","5741","115107"
"10710","5743","301147"
"10718","1212","52643"
"10729","6596","265570"
"10733","7629","296631"
"10736","7632","110105"
"10748","1215","213248"
"10753","5787","115224"
"10759","5930","117702"
"10762","1251","55333"
"10763","6001","118546"
"10775","6764","301434"
"10781","2744","258714"
"10789","7270","41689"
"10792","7321","301318"
"10800","724","104478"
"10809","6797","239691"
"10830","7441","154121"
"10851","7368","301230"
"10853","7390","157791"
"10858","5468","116849"
"10860","5474","119042"
"10875","878","101611"
"10887","668","97753"
"10892","7409","150065"
"10924","7355","51528"
"10942","7389","132287"
"10945","346","12574"
"10965","1064","300955"
"10972","5470","117102"
"10977","6002","118593"
"10978","6022","301397"
"10979","6023","141454"
"11007","7353","51418"
"11025","7206","301251"
"11047","6088","96935"
"11054","802","301411"
"11064","1184","280893"
"11081","1082","215847"
"11084","630","259956"
"11100","3221","282900"
"11112","6725","141947"
"11113","6769","144407"
"11132","3322","261348"
"11133","5788","115262"
"11147","5744","115175"
"11159","1189","50052"
"11163","1414","98093"
"11180","2368","50101"
"11184","2373","281021"
"11191","5864","140434"
"11216","464","219250"
"11217","465","217347"
"11228","3448","216558"
"11233","3963","42370"
"11247","5802","119495"
"11249","7455","55151"
"11250","2327","266418"
"11253","8977","188286"
"11261","1363","277358"
"11262","1365","265625"
"11268","5763","139881"
"11281","5777","119754"
"11299","5951","116144"
"11302","5967","142415"
"11318","7367","51855"
"11330","2322","260208"
"11339","5907","115652"
"11342","5945","302087"
"11352","5948","116190"
"11360","5944","115969"
"11400","8965","127212"
"11423","7574","297334"
"11457","8424","193250"
"11461","8781","138047"
"11468","8386","121330"
"11498","8854","195001"
"11505","8313","301234"
"11527","8879","152270"
"11546","7976","157411"
"11563","9510","266521"
"11581","8006","128528"
"11596","9721","177966"
"11599","2385","282557"
"11607","8462","195410"
"11614","1421","282041"
"11641","8872","115511"
"11648","8928","301265"
"11650","1683","99253"
"11652","1684","301444"
"11671","8283","226582"
"11673","8408","192772"
"11700","9061","192135"
"11711","8195","301261"
"11712","8311","283361"
"11714","8471","193512"
"11720","8852","121741"
"11730","8528","191694"
"11731","8692","279772"
"11759","9691","197547"
"11760","9445","295875"
"11787","9693","197840"
"11791","9865","193722"
"11806","7711","114655"
"11810","8020","300515"
"11818","2161","257236"
"11820","8845","195114"
"11822","7682","110439"
"11825","7708","114019"
"11831","9067","299874"
"11856","7771","97320"
"11861","7653","108224"
"11866","8027","149891"
"11904","8305","129989"
"11909","8457","190746"
"11917","9688","196968"
"11920","9162","127495"
"11934","1261","55056"
"11936","7519","300365"
"11937","7672","109777"
"11940","9248","125725"
"11945","8068","301312"
"11952","10042","198021"
"11956","6462","237544"
"11966","7947","295795"
"11974","7666","109722"
"11990","8202","128252"
"12028","9263","116921"
"12033","7587","159099"
"12055","6742","301414"
"12082","8920","123791"
"12086","8945","301323"
"12089","9066","299432"
"12092","1281","140349"
"12099","2302","142541"
"12106","7619","107331"
"12109","7743","120098"
"12110","7744","120019"
"12130","8743","139230"
"12163","7964","300915"
"12186","7579","202566"
"12203","8516","207033"
"12215","8205","129909"
"12229","8419","192959"
"12258","8819","203407"
"12264","9401","188181"
"12272","9477","188785"
"12280","9848","184053"
"12290","7670","294630"
"12299","8347","163139"
"12341","8979","157035"
"12361","5938","118479"
"12371","640","263543"
"12394","5910","115682"
"12395","5912","143030"
"12396","5102","267504"
"12400","774","301443"
"12406","8464","191029"
"12427","7945","210220"
"12436","646","265315"
"12440","461","33839"
"12456","7792","204359"
"12458","8566","194276"
"12459","8315","276782"
"12495","5849","301370"
"12499","7863","142871"
"12525","8224","301530"
"12570","1744","281979"
"12573","6728","301416"
"12676","5987","142191"
"12719","362","10889"
"12721","349","218944"
"12727","4767","265154"
"12737","753","281033"
"12742","1209","52631"
"12778","1028","79303"
"12779","1036","258141"
"12787","427","268749"
"12789","5741","115108"
"12793","5743","115141"
"12801","1212","52918"
"12816","7629","296673"
"12819","7632","110101"
"12831","1215","213252"
"12836","5787","115249"
"12842","5930","117694"
"12846","6001","118546"
"12858","6764","142570"
"12864","2744","258709"
"12872","7270","41692"
"12875","7321","134592"
"12883","724","104492"
"12892","6797","239605"
"12913","7441","154160"
"12934","7368","301230"
"12936","7390","157786"
"12941","5468","116821"
"12943","5474","119041"
"12958","878","101641"
"12959","2789","234617"
"12975","7409","150061"
"13007","7355","51529"
"13025","7389","132271"
"13055","5470","117107"
"13060","6002","118576"
"13061","6022","301397"
"13062","6023","301400"
"13090","7353","51428"
"13108","7206","301251"
"13130","6088","96960"
"13137","802","301411"
"13147","1184","280869"
"13164","1082","215846"
"13167","630","259978"
"13183","3221","282927"
"13195","6725","141940"
"13196","6769","301470"
"13215","3322","261346"
"13242","1189","50077"
"13246","1414","98097"
"13263","2368","50093"
"13267","2373","281022"
"13274","5864","301366"
"13299","464","219375"
"13300","465","217316"
"13311","3448","216613"
"13316","3963","42366"
"13330","5802","119498"
"13332","7455","55155"
"13333","2327","266414"
"13336","8977","188287"
"13344","1363","277642"
"13345","1365","265641"
"13351","5763","139878"
"13364","5777","119744"
"13382","5951","116114"
"13385","5967","142408"
"13422","5907","115672"
"13425","5945","302087"
"13435","5948","116191"
"13443","5944","115972"
"13483","8965","127246"
"13544","8781","138051"
"13551","8386","301238"
"13588","8313","120830"
"13610","8879","152307"
"13629","7976","301602"
"13646","9510","266508"
"13679","9721","177968"
"13682","2385","282563"
"13690","8462","195406"
"13697","1421","282031"
"13724","8872","115512"
"13731","8928","301265"
"13733","1683","98938"
"13754","8283","226649"
"13756","8408","192773"
"13783","9061","192143"
"13794","8195","301261"
"13795","8311","283317"
"13797","8471","193513"
"13803","8852","301241"
"13813","8528","191695"
"13814","8692","279725"
"13843","9445","295858"
"13870","9693","197836"
"13893","8020","300514"
"13901","2161","257259"
"13903","8845","195053"
"13908","7708","114163"
"13914","9067","299881"
"13939","7771","97343"
"13944","7653","108225"
"13949","8027","149897"
"13987","8305","130002"
"13992","8457","190652"
"14003","9162","127492"
"14023","9248","125704"
"14035","10042","198074"
"14039","6462","237552"
"14049","7947","295796"
"14057","7666","109731"
"14073","8202","128250"
"14111","9263","116921"
"14138","6742","301414"
"14169","8945","301323"
"14172","9066","299393"
"14175","1281","301362"
"14182","2302","142562"
"14189","7619","107333"
"14192","7743","120007"
"14193","7744","120025"
"14246","7964","300915"
"14286","8516","206769"
"14312","8419","193011"
"14341","8819","203405"
"14347","9401","188210"
"14355","9477","188778"
"14363","9848","184056"
"14373","7670","294636"
"14382","8347","163134"
"14424","8979","157047"
"14444","5938","118467"
"14477","5910","115688"
"14478","5912","143055"
"14479","5102","267505"
"14483","774","301443"
"14489","8464","191031"
"14510","7945","210210"
"14519","646","265306"
"14523","461","33791"
"14539","7792","204062"
"14542","8315","276802"
"14578","5849","301370"
"14582","7863","301437"
"14653","1744","281993"
"14759","5987","301423"
"14804","349","218967"
"14810","4767","265151"
"14820","753","281045"
"14825","1209","52593"
"14861","1028","79293"
"14862","1036","258145"
"14870","427","268735"
"14872","5741","115115"
"14884","1212","52653"
"14899","7629","296639"
"14902","7632","110099"
"14914","1215","213182"
"14919","5787","115217"
"14925","5930","117683"
"14929","6001","118546"
"14947","2744","258708"
"14955","7270","41694"
"14958","7321","301318"
"14966","724","104461"
"14975","6797","239771"
"14996","7441","154149"
"15026","5474","119041"
"15058","7409","150076"
"15090","7355","51539"
"15108","7389","301304"
"15138","5470","117106"
"15143","6002","118579"
"15144","6022","141272"
"15145","6023","301400"
"15173","7353","51437"
"15191","7206","301251"
"15213","6088","96912"
"15220","802","301411"
"15247","1082","215850"
"15266","3221","283179"
"15279","6769","144410"
"15298","3322","261358"
"15325","1189","50054"
"15329","1414","98100"
"15346","2368","50094"
"15350","2373","281024"
"15382","464","219660"
"15383","465","217291"
"15394","3448","216569"
"15399","3963","42358"
"15413","5802","119499"
"15416","2327","266407"
"15419","8977","188288"
"15427","1363","277339"
"15428","1365","265627"
"15434","5763","139894"
"15447","5777","119758"
"15465","5951","116134"
"15505","5907","115654"
"15518","5948","116192"
"15566","8965","127306"
"15627","8781","138045"
"15634","8386","121348"
"15671","8313","301234"
"15693","8879","152300"
"15712","7976","157406"
"15729","9510","266511"
"15762","9721","177970"
"15765","2385","282581"
"15773","8462","195413"
"15780","1421","282037"
"15816","1683","98955"
"15837","8283","226578"
"15866","9061","192139"
"15877","8195","301261"
"15880","8471","193514"
"15886","8852","121733"
"15896","8528","191712"
"15926","9445","295859"
"15953","9693","197833"
"15976","8020","300511"
"15986","8845","195111"
"15997","9067","299875"
"16022","7771","97538"
"16027","7653","108243"
"16032","8027","149923"
"16075","8457","190668"
"16086","9162","127491"
"16106","9248","125705"
"16122","6462","237824"
"16132","7947","295797"
"16140","7666","109720"
"16156","8202","128251"
"16194","9263","117037"
"16221","6742","301414"
"16252","8945","135756"
"16255","9066","299385"
"16258","1281","301362"
"16265","2302","142519"
"16272","7619","107334"
"16275","7743","120008"
"16276","7744","120029"
"16329","7964","300915"
"16369","8516","206754"
"16395","8419","192946"
"16430","9401","188214"
"16438","9477","188787"
"16446","9848","184059"
"16456","7670","294633"
"16465","8347","163119"
"16527","5938","118480"
"16560","5910","115678"
"16561","5912","143063"
"16566","774","301443"
"16572","8464","191038"
"16593","7945","210193"
"16602","646","265351"
"16606","461","33852"
"16622","7792","203963"
"16625","8315","276798"
"16661","5849","140585"
"16665","7863","301437"
"16736","1744","281892"
"16842","5987","142200"
"16887","349","218966"
"16893","4767","265156"
"16903","753","281032"
"16908","1209","52599"
"16944","1028","79290"
"16945","1036","258146"
"16953","427","268737"
"16955","5741","115111"
"16967","1212","52649"
"16997","1215","213247"
"17002","5787","115228"
"17012","6001","118546"
"17038","7270","41700"
"17041","7321","134583"
"17049","724","104469"
"17058","6797","239696"
"17079","7441","154143"
"17109","5474","119056"
"17125","2789","234614"
"17173","7355","51536"
"17191","7389","132286"
"17221","5470","117101"
"17226","6002","118594"
"17227","6022","301397"
"17228","6023","301400"
"17256","7353","51417"
"17274","7206","123550"
"17303","802","301411"
"17330","1082","215902"
"17349","3221","282899"
"17362","6769","301470"
"17381","3322","261353"
"17408","1189","50053"
"17412","1414","98135"
"17429","2368","50105"
"17433","2373","281025"
"17465","464","219494"
"17466","465","217320"
"17477","3448","216635"
"17482","3963","42346"
"17496","5802","119500"
"17502","8977","188291"
"17510","1363","277284"
"17511","1365","265632"
"17517","5763","301355"
"17530","5777","119810"
"17548","5951","116116"
"17588","5907","115669"
"17649","8965","301276"
"17845","9721","177971"
"17848","2385","282567"
"17856","8462","195407"
"17863","1421","282038"
"17899","1683","99261"
"17920","8283","226572"
"17960","8195","301261"
"17963","8471","193515"
"17969","8852","301241"
"17979","8528","191693"
"18036","9693","197864"
"18069","8845","195054"
"18080","9067","299884"
"18105","7771","97682"
"18110","7653","108222"
"18115","8027","149904"
"18158","8457","190640"
"18169","9162","127503"
"18189","9248","125723"
"18205","6462","237555"
"18215","7947","295798"
"18223","7666","109727"
"18277","9263","116921"
"18304","6742","301414"
"18341","1281","140349"
"18348","2302","142563"
"18355","7619","107337"
"18358","7743","120026"
"18359","7744","120027"
"18412","7964","300915"
"18452","8516","207018"
"18478","8419","192966"
"18513","9401","188218"
"18529","9848","184060"
"18539","7670","294609"
"18548","8347","163129"
"18610","5938","118482"
"18643","5910","115684"
"18644","5912","143023"
"18655","8464","191051"
"18676","7945","210224"
"18685","646","265329"
"18689","461","33825"
"18705","7792","204074"
"18708","8315","276789"
"18744","5849","301370"
"18748","7863","142813"
"18819","1744","281978"
"18925","5987","301423"
"18970","349","218953"
"18976","4767","265157"
"18986","753","281035"
"18991","1209","52600"
"19027","1028","300948"
"19028","1036","258147"
"19036","427","268751"
"19038","5741","115116"
"19050","1212","52646"
"19080","1215","213243"
"19085","5787","115237"
"19095","6001","118549"
"19132","724","104474"
"19141","6797","239616"
"19162","7441","154105"
"19192","5474","119060"
"19256","7355","51537"
"19274","7389","132279"
"19304","5470","117110"
"19309","6002","118595"
"19310","6022","141306"
"19311","6023","301400"
"19339","7353","51446"
"19357","7206","123561"
"19386","802","301411"
"19413","1082","215856"
"19432","3221","282905"
"19445","6769","301470"
"19464","3322","261351"
"19491","1189","50066"
"19495","1414","98157"
"19512","2368","50119"
"19548","464","219255"
"19549","465","217344"
"19560","3448","216586"
"19565","3963","42384"
"19579","5802","119502"
"19593","1363","277322"
"19594","1365","265615"
"19600","5763","301355"
"19613","5777","119760"
"19631","5951","116117"
"19732","8965","301276"
"19931","2385","282558"
"19939","8462","195401"
"19946","1421","282050"
"19982","1683","99047"
"20003","8283","226575"
"20046","8471","193516"
"20052","8852","121745"
"20062","8528","191744"
"20152","8845","195061"
"20163","9067","299861"
"20188","7771","97688"
"20193","7653","108240"
"20198","8027","149928"
"20241","8457","190664"
"20252","9162","127494"
"20288","6462","237592"
"20298","7947","295799"
"20306","7666","109726"
"20360","9263","116921"
"20424","1281","140350"
"20431","2302","142517"
"20438","7619","107340"
"20441","7743","120062"
"20442","7744","120024"
"20495","7964","300915"
"20535","8516","206766"
"20561","8419","192952"
"20596","9401","188219"
"20612","9848","184066"
"20622","7670","303108"
"20631","8347","163170"
"20693","5938","118510"
"20726","5910","115696"
"20727","5912","143061"
"20738","8464","191032"
"20759","7945","210236"
"20772","461","33877"
"20788","7792","204314"
"20791","8315","276787"
"20831","7863","301437"
"20902","1744","281989"
"21008","5987","301423"
"21053","349","218984"
"21059","4767","265158"
"21074","1209","52622"
"21110","1028","79300"
"21111","1036","258148"
"21119","427","268738"
"21133","1212","52664"
"21178","6001","118546"
"21215","724","104480"
"21224","6797","239667"
"21245","7441","154147"
"21273","5468","116823"
"21275","5474","119043"
"21339","7355","51526"
"21357","7389","132275"
"21387","5470","117109"
"21392","6002","118597"
"21393","6022","141300"
"21440","7206","301251"
"21469","802","141820"
"21496","1082","215857"
"21528","6769","301470"
"21574","1189","50069"
"21578","1414","98162"
"21631","464","219256"
"21632","465","217732"
"21643","3448","216593"
"21648","3963","42385"
"21676","1363","277291"
"21677","1365","265619"
"21683","5763","139858"
"21696","5777","119762"
"21714","5951","116122"
"22014","2385","282560"
"22029","1421","282040"
"22065","1683","98957"
"22086","8283","226541"
"22129","8471","193517"
"22135","8852","301241"
"22145","8528","191701"
"22246","9067","299914"
"22271","7771","97533"
"22276","7653","108236"
"22281","8027","149927"
"22324","8457","190642"
"22371","6462","237549"
"22381","7947","295800"
"22389","7666","109725"
"22443","9263","117020"
"22507","1281","140363"
"22514","2302","142517"
"22521","7619","107343"
"22524","7743","120032"
"22525","7744","120081"
"22578","7964","300915"
"22618","8516","206951"
"22644","8419","192953"
"22679","9401","188224"
"22695","9848","184057"
"22705","7670","303108"
"22714","8347","163156"
"22776","5938","118511"
"22810","5912","143041"
"22821","8464","191027"
"22842","7945","210235"
"22855","461","33892"
"22871","7792","204616"
"22874","8315","276829"
"22985","1744","281991"
"23091","5987","142190"
"23136","349","219027"
"23157","1209","52606"
"23193","1028","300948"
"23194","1036","258150"
"23216","1212","52665"
"23261","6001","118546"
"23298","724","104481"
"23307","6797","239730"
"23328","7441","154131"
"23356","5468","116880"
"23358","5474","119041"
"23422","7355","51557"
"23440","7389","132290"
"23470","5470","117094"
"23475","6002","118631"
"23476","6022","141275"
"23552","802","301411"
"23579","1082","215890"
"23611","6769","301470"
"23657","1189","50061"
"23661","1414","98129"
"23714","464","219258"
"23715","465","217325"
"23726","3448","216595"
"23731","3963","42388"
"23759","1363","277238"
"23760","1365","265630"
"23766","5763","139885"
"23797","5951","116124"
"24097","2385","302984"
"24148","1683","98946"
"24169","8283","226555"
"24218","8852","301241"
"24228","8528","191727"
"24329","9067","299897"
"24354","7771","97593"
"24364","8027","149926"
"24407","8457","190666"
"24454","6462","237533"
"24464","7947","295801"
"24472","7666","109730"
"24526","9263","116921"
"24597","2302","142517"
"24604","7619","107344"
"24607","7743","120107"
"24608","7744","120049"
"24661","7964","300915"
"24701","8516","206781"
"24727","8419","192956"
"24762","9401","188230"
"24778","9848","184044"
"24797","8347","163133"
"24859","5938","118484"
"24893","5912","143050"
"24904","8464","191055"
"24925","7945","210229"
"24938","461","33823"
"24954","7792","204134"
"24957","8315","276800"
"25068","1744","281930"
"25174","5987","142181"
"25219","349","218952"
"25276","1028","79366"
"25277","1036","258151"
"25299","1212","52651"
"25344","6001","118569"
"25381","724","104482"
"25390","6797","239787"
"25439","5468","116829"
"25441","5474","119041"
"25523","7389","132277"
"25553","5470","117100"
"25559","6022","141284"
"25635","802","141794"
"25662","1082","215865"
"25694","6769","301470"
"25740","1189","50071"
"25744","1414","98120"
"25797","464","219468"
"25798","465","217279"
"25809","3448","216630"
"25814","3963","42373"
"25843","1365","265622"
"25849","5763","139869"
"25880","5951","116120"
"26180","2385","282566"
"26231","1683","98961"
"26252","8283","226616"
"26301","8852","121730"
"26311","8528","191704"
"26412","9067","300130"
"26437","7771","97613"
"26490","8457","190634"
"26547","7947","295802"
"26555","7666","109723"
"26609","9263","116921"
"26680","2302","142517"
"26687","7619","107345"
"26691","7744","120105"
"26744","7964","300915"
"26784","8516","206786"
"26810","8419","192945"
"26845","9401","188231"
"26861","9848","184024"
"26880","8347","163131"
"26942","5938","118488"
"26976","5912","143042"
"26987","8464","191053"
"27008","7945","210202"
"27021","461","33805"
"27037","7792","203960"
"27040","8315","276801"
"27257","5987","301423"
"27302","349","218939"
"27359","1028","300948"
"27360","1036","258152"
"27382","1212","52694"
"27427","6001","118549"
"27464","724","104498"
"27473","6797","239724"
"27522","5468","116842"
"27524","5474","119059"
"27606","7389","132274"
"27636","5470","117104"
"27642","6022","141286"
"27718","802","141815"
"27745","1082","215864"
"27777","6769","144426"
"27823","1189","50065"
"27827","1414","98159"
"27880","464","219374"
"27881","465","217301"
"27892","3448","216654"
"27897","3963","42344"
"27926","1365","265621"
"27932","5763","301355"
"27963","5951","116119"
"28314","1683","99125"
"28335","8283","226577"
"28394","8528","191705"
"28495","9067","299899"
"28520","7771","97668"
"28573","8457","190629"
